x
0.210390801
0.122404882
-0.004458709
-0.011933499
0.058132261
0.03283832
-0.412761655
0.09047441
-0.023132872
0.267626168
-0.235270324
0.068346586
0.186412065
0.047913112
0.024229542
-0.068648429
-0.183089094
-0.008338474
0.159239916
0.149847465
-0.303022467
0.002866854
0.141456199
-0.105004939
0.311205681
-0.026366979
0.012900465
-0.110949611
-0.110020929
-0.285395821
0.10246557
0.310671823
0.181755458
0.065090912
0.141270549
0.074581473
0.315963088
-0.02068019
0.144630008
0.142776708
0.534962285
-0.271053607
-0.154745999
0.027508861
0.122444456
0.24832069
-0.321922232
0.039937015
0.223792162
-0.262923909
0.222202258
0.261147056
0.010847967
0.036160951
-0.449512169
-0.172909634
0.262544613
0.138284817
-0.012179972
0.270988245
-0.006815363
0.214564806
-0.145074178
0.321078313
-0.053525985
0.387909176
-0.06654654
0.111469078
0.079975236
0.296155538
-0.012203664
0.024865563
0.07920708
-0.378947051
-0.262660437
-0.006984562
0.285237887
0.037624344
-0.135822107
0.022193766
0.079296954
0.375644561
0.011038302
0.05274018
0.02870997
-0.181071347
0.016298387
0.026406288
0.040602258
0.185068897
0.319043805
-0.424155033
-0.078989374
0.078479755
0.365070239
0.225781798
0.280944959
-0.08719259
0.182290629
-0.228217836
